,,,NumberofStudents,NumberofStudents,NumberofStudents
,,,min,max,mean
District,SchoolType,BirthYear,,,
Jasienica,Szkoła podstawowa,2011,37,37,37.0
Jasienica Rosielna,Przedszkole,2012,20,20,20.0
Jasienica Rosielna,Przedszkole,2013,23,23,23.0
Jasienica Rosielna,Przedszkole,2014,22,22,22.0
Jasienica Rosielna,Przedszkole,2015,24,24,24.0
Jasienica Rosielna,Szkoła podstawowa,2006,15,60,37.5
Jasienica Rosielna,Szkoła podstawowa,2007,16,64,40.0
Jasienica Rosielna,Szkoła podstawowa,2008,17,68,42.5
Jasienica Rosielna,Szkoła podstawowa,2009,17,68,42.5
Jasienica Rosielna,Szkoła podstawowa,2010,18,72,45.0
Jasienica Rosielna,Szkoła podstawowa,2011,16,64,40.0
Jasieniec,Przedszkole,2012,35,35,35.0
Jasieniec,Przedszkole,2013,40,40,40.0
Jasieniec,Przedszkole,2014,37,37,37.0
Jasieniec,Przedszkole,2015,34,34,34.0
Jasieniec,Szkoła podstawowa,2006,20,99,59.5
Jasieniec,Szkoła podstawowa,2007,17,88,52.5
Jasieniec,Szkoła podstawowa,2008,16,82,49.0
Jasieniec,Szkoła podstawowa,2009,17,88,52.5
Jasieniec,Szkoła podstawowa,2010,20,99,59.5
Jasieniec,Szkoła podstawowa,2011,17,88,52.5
Jasień,Szkoła podstawowa,2006,10,10,10.0
Jasień,Szkoła podstawowa,2007,12,12,12.0
Jasień,Szkoła podstawowa,2008,11,11,11.0
Jasień,Szkoła podstawowa,2009,10,10,10.0
Jasień,Szkoła podstawowa,2010,10,10,10.0
Jasień,Szkoła podstawowa,2011,9,9,9.0
Jastarnia,Przedszkole,2012,10,10,10.0
Jastarnia,Przedszkole,2013,8,8,8.0
Jastarnia,Przedszkole,2014,7,7,7.0
Jastarnia,Przedszkole,2015,8,8,8.0
Jastarnia,Szkoła podstawowa,2006,69,69,69.0
Jastarnia,Szkoła podstawowa,2007,73,73,73.0
Jastarnia,Szkoła podstawowa,2008,69,69,69.0
Jastarnia,Szkoła podstawowa,2009,77,77,77.0
Jastarnia,Szkoła podstawowa,2010,61,61,61.0
Jastarnia,Szkoła podstawowa,2011,57,57,57.0
Jastków,Przedszkole,2012,6,24,13.25
Jastków,Przedszkole,2013,6,24,13.25
Jastków,Przedszkole,2014,6,24,13.25
Jastków,Przedszkole,2015,5,23,12.25
Jastków,Szkoła podstawowa,2006,18,84,37.4
Jastków,Szkoła podstawowa,2007,19,89,39.8
Jastków,Szkoła podstawowa,2008,22,99,44.4
Jastków,Szkoła podstawowa,2009,19,89,39.8
Jastków,Szkoła podstawowa,2010,17,78,35.0
Jastków,Szkoła podstawowa,2011,18,84,37.4
Jastrowie,Przedszkole,2012,5,66,27.333333333333332
Jastrowie,Przedszkole,2013,5,72,29.666666666666668
Jastrowie,Przedszkole,2014,6,77,32.0
Jastrowie,Przedszkole,2015,5,69,28.333333333333332
Jastrowie,Szkoła podstawowa,2006,16,81,45.25
Jastrowie,Szkoła podstawowa,2007,19,95,53.25
Jastrowie,Szkoła podstawowa,2008,18,91,51.0
Jastrowie,Szkoła podstawowa,2009,14,71,39.75
Jastrowie,Szkoła podstawowa,2010,13,67,37.5
Jastrowie,Szkoła podstawowa,2011,13,67,37.5
Jastrząb,Przedszkole,2012,6,6,6.0
Jastrząb,Przedszkole,2013,6,6,6.0
Jastrząb,Przedszkole,2014,6,6,6.0
Jastrząb,Przedszkole,2015,5,5,5.0
Jastrząb,Szkoła podstawowa,2006,11,53,24.5
Jastrząb,Szkoła podstawowa,2007,13,63,29.0
Jastrząb,Szkoła podstawowa,2008,12,57,26.25
Jastrząb,Szkoła podstawowa,2009,10,47,21.75
Jastrząb,Szkoła podstawowa,2010,10,47,21.75
Jastrząb,Szkoła podstawowa,2011,10,47,21.75
Jastrzębia,Gimnazjum,2003,18,18,18.0
Jastrzębia,Gimnazjum,2004,19,19,19.0
Jastrzębia,Gimnazjum,2005,20,20,20.0
Jastrzębia,Szkoła podstawowa,2006,10,20,13.0
Jastrzębia,Szkoła podstawowa,2007,9,19,12.166666666666666
Jastrzębia,Szkoła podstawowa,2008,8,17,10.833333333333334
Jastrzębia,Szkoła podstawowa,2009,8,17,10.833333333333334
Jastrzębia,Szkoła podstawowa,2010,7,16,9.833333333333334
Jastrzębia,Szkoła podstawowa,2011,7,16,9.833333333333334
Jastrzębie-Zdrój,Liceum ogólnokształcące,2000,13,96,45.333333333333336
Jastrzębie-Zdrój,Liceum ogólnokształcące,2001,13,94,44.666666666666664
Jastrzębie-Zdrój,Liceum ogólnokształcące,2002,13,94,44.666666666666664
Jastrzębie-Zdrój,Przedszkole,2012,6,43,25.551724137931036
Jastrzębie-Zdrój,Przedszkole,2013,6,43,25.551724137931036
Jastrzębie-Zdrój,Przedszkole,2014,6,42,24.448275862068964
Jastrzębie-Zdrój,Przedszkole,2015,6,45,26.344827586206897
Jastrzębie-Zdrój,Szkoła podstawowa,2006,11,111,67.82352941176471
Jastrzębie-Zdrój,Szkoła podstawowa,2007,11,111,67.82352941176471
Jastrzębie-Zdrój,Szkoła podstawowa,2008,10,105,64.11764705882354
Jastrzębie-Zdrój,Szkoła podstawowa,2009,10,99,60.294117647058826
Jastrzębie-Zdrój,Szkoła podstawowa,2010,10,99,60.294117647058826
Jastrzębie-Zdrój,Szkoła podstawowa,2011,9,93,56.588235294117645
Jastrzębie-Zdrój,Szkoła policealna,1994,1,34,16.8
Jastrzębie-Zdrój,Szkoła policealna,1995,1,32,16.0
Jastrzębie-Zdrój,Szkoła policealna,1996,1,30,15.0
Jastrzębie-Zdrój,Szkoła policealna,1997,1,28,14.0
Jastrzębie-Zdrój,Szkoła policealna,1998,1,27,13.4
Jastrzębie-Zdrój,Szkoła policealna,1999,1,27,13.4
Jasło,Gimnazjum,2003,1,1,1.0
Jasło,Gimnazjum,2004,1,1,1.0
Jasło,Gimnazjum,2005,1,1,1.0
Jasło,Liceum ogólnokształcące,2000,5,123,54.6
Jasło,Liceum ogólnokształcące,2001,5,118,52.4
Jasło,Liceum ogólnokształcące,2002,5,118,52.4
Jasło,Przedszkole,2012,1,26,12.857142857142858
Jasło,Przedszkole,2013,1,24,12.0
Jasło,Przedszkole,2014,1,23,11.428571428571429
Jasło,Przedszkole,2015,1,23,11.428571428571429
Jasło,Szkoła podstawowa,2006,3,95,26.583333333333332
Jasło,Szkoła podstawowa,2007,4,95,27.666666666666668
Jasło,Szkoła podstawowa,2008,3,95,26.583333333333332
Jasło,Szkoła podstawowa,2009,3,95,26.583333333333332
Jasło,Szkoła podstawowa,2010,3,86,24.666666666666668
Jasło,Szkoła podstawowa,2011,3,86,24.666666666666668
Jasło,Szkoła policealna,1994,2,37,11.6
Jasło,Szkoła policealna,1995,2,37,11.6
Jasło,Szkoła policealna,1996,2,31,9.8
Jasło,Szkoła policealna,1997,2,31,9.8
Jasło,Szkoła policealna,1998,2,31,9.8
Jasło,Szkoła policealna,1999,2,31,9.8
Jawor,Przedszkole,2012,3,72,34.8
Jawor,Przedszkole,2013,4,78,37.8
Jawor,Przedszkole,2014,4,78,37.8
Jawor,Przedszkole,2015,3,72,34.8
Jawor,Szkoła podstawowa,2006,18,122,79.5
Jawor,Szkoła podstawowa,2007,19,129,83.75
Jawor,Szkoła podstawowa,2008,17,116,75.25
Jawor,Szkoła podstawowa,2009,16,109,70.5
Jawor,Szkoła podstawowa,2010,15,102,66.0
Jawor,Szkoła podstawowa,2011,15,102,66.0
Jawornik Polski,Szkoła podstawowa,2006,46,46,46.0
Jawornik Polski,Szkoła podstawowa,2007,44,44,44.0
Jawornik Polski,Szkoła podstawowa,2008,32,32,32.0
Jawornik Polski,Szkoła podstawowa,2009,32,32,32.0
Jawornik Polski,Szkoła podstawowa,2010,37,37,37.0
Jawornik Polski,Szkoła podstawowa,2011,39,39,39.0
Jaworze,Przedszkole,2012,4,33,20.333333333333332
Jaworze,Przedszkole,2013,4,32,19.666666666666668
Jaworze,Przedszkole,2014,4,30,18.333333333333332
Jaworze,Przedszkole,2015,4,30,18.333333333333332
Jaworze,Szkoła podstawowa,2006,44,75,59.5
Jaworze,Szkoła podstawowa,2007,42,71,56.5
Jaworze,Szkoła podstawowa,2008,37,62,49.5
Jaworze,Szkoła podstawowa,2009,42,71,56.5
Jaworze,Szkoła podstawowa,2010,42,71,56.5
Jaworze,Szkoła podstawowa,2011,39,67,53.0
Jaworzno,Gimnazjum,2003,1,1,1.0
Jaworzno,Gimnazjum,2004,1,1,1.0
Jaworzno,Gimnazjum,2005,1,1,1.0
Jaworzno,Liceum ogólnokształcące,2000,90,104,97.66666666666667
Jaworzno,Liceum ogólnokształcące,2001,87,101,94.66666666666667
Jaworzno,Liceum ogólnokształcące,2002,87,101,94.66666666666667
Jaworzno,Przedszkole,2012,5,50,23.88888888888889
Jaworzno,Przedszkole,2013,5,50,23.88888888888889
Jaworzno,Przedszkole,2014,5,50,23.88888888888889
Jaworzno,Przedszkole,2015,5,52,24.703703703703702
Jaworzno,Szkoła podstawowa,2006,3,129,50.63157894736842
Jaworzno,Szkoła podstawowa,2007,3,129,50.63157894736842
Jaworzno,Szkoła podstawowa,2008,3,129,50.63157894736842
Jaworzno,Szkoła podstawowa,2009,3,129,50.63157894736842
Jaworzno,Szkoła podstawowa,2010,3,121,47.68421052631579
Jaworzno,Szkoła podstawowa,2011,3,114,44.73684210526316
Jaworzno,Szkoła policealna,1994,1,51,11.833333333333334
Jaworzno,Szkoła policealna,1995,1,51,11.833333333333334
Jaworzno,Szkoła policealna,1996,1,48,11.166666666666666
Jaworzno,Szkoła policealna,1997,2,45,12.2
Jaworzno,Szkoła policealna,1998,2,42,11.6
Jaworzno,Szkoła policealna,1999,2,45,12.2
Jaworzyna Śląska,Przedszkole,2012,58,58,58.0
Jaworzyna Śląska,Przedszkole,2013,55,55,55.0
Jaworzyna Śląska,Przedszkole,2014,58,58,58.0
Jaworzyna Śląska,Przedszkole,2015,58,58,58.0
Jaworzyna Śląska,Szkoła podstawowa,2006,22,77,41.0
Jaworzyna Śląska,Szkoła podstawowa,2007,23,82,43.333333333333336
Jaworzyna Śląska,Szkoła podstawowa,2008,23,82,43.333333333333336
Jaworzyna Śląska,Szkoła podstawowa,2009,23,82,43.333333333333336
Jaworzyna Śląska,Szkoła podstawowa,2010,23,82,43.333333333333336
Jaworzyna Śląska,Szkoła podstawowa,2011,22,77,41.0
Jaśliska,Szkoła podstawowa,2006,36,36,36.0
Jaśliska,Szkoła podstawowa,2007,43,43,43.0
Jaśliska,Szkoła podstawowa,2008,46,46,46.0
Jaśliska,Szkoła podstawowa,2009,43,43,43.0
Jaśliska,Szkoła podstawowa,2010,36,36,36.0
Jaśliska,Szkoła podstawowa,2011,36,36,36.0
Jaświły,Szkoła podstawowa,2006,12,55,33.5
Jaświły,Szkoła podstawowa,2007,12,52,32.0
Jaświły,Szkoła podstawowa,2008,12,55,33.5
Jaświły,Szkoła podstawowa,2009,13,58,35.5
Jaświły,Szkoła podstawowa,2010,12,55,33.5
Jaświły,Szkoła podstawowa,2011,11,49,30.0
Jedlicze,Liceum ogólnokształcące,2000,20,20,20.0
Jedlicze,Liceum ogólnokształcące,2001,20,20,20.0
Jedlicze,Liceum ogólnokształcące,2002,24,24,24.0
Jedlicze,Przedszkole,2012,8,40,24.0
Jedlicze,Przedszkole,2013,8,41,24.5
Jedlicze,Przedszkole,2014,7,38,22.5
Jedlicze,Przedszkole,2015,8,40,24.0
Jedlicze,Szkoła podstawowa,2006,15,109,32.5
Jedlicze,Szkoła podstawowa,2007,14,103,30.666666666666668
Jedlicze,Szkoła podstawowa,2008,14,103,30.666666666666668
Jedlicze,Szkoła podstawowa,2009,14,103,30.666666666666668
Jedlicze,Szkoła podstawowa,2010,13,97,28.833333333333332
Jedlicze,Szkoła podstawowa,2011,12,91,26.833333333333332
Jedlina-Zdrój,Przedszkole,2012,15,15,15.0
Jedlina-Zdrój,Przedszkole,2013,19,19,19.0
Jedlina-Zdrój,Przedszkole,2014,20,20,20.0
Jedlina-Zdrój,Przedszkole,2015,17,17,17.0
Jedlina-Zdrój,Szkoła podstawowa,2006,71,71,71.0
Jedlina-Zdrój,Szkoła podstawowa,2007,71,71,71.0
Jedlina-Zdrój,Szkoła podstawowa,2008,67,67,67.0
Jedlina-Zdrój,Szkoła podstawowa,2009,63,63,63.0
Jedlina-Zdrój,Szkoła podstawowa,2010,67,67,67.0
Jedlina-Zdrój,Szkoła podstawowa,2011,55,55,55.0
Jedlińsk,Przedszkole,2012,30,30,30.0
Jedlińsk,Przedszkole,2013,29,29,29.0
Jedlińsk,Przedszkole,2014,28,28,28.0
Jedlińsk,Przedszkole,2015,29,29,29.0
Jedlińsk,Szkoła podstawowa,2006,22,32,25.4
Jedlińsk,Szkoła podstawowa,2007,22,32,25.4
Jedlińsk,Szkoła podstawowa,2008,21,30,24.0
Jedlińsk,Szkoła podstawowa,2009,19,29,22.6
Jedlińsk,Szkoła podstawowa,2010,18,27,21.0
Jedlińsk,Szkoła podstawowa,2011,19,29,22.6
Jedlnia-Letnisko,Przedszkole,2012,13,34,23.5
Jedlnia-Letnisko,Przedszkole,2013,13,34,23.5
Jedlnia-Letnisko,Przedszkole,2014,13,34,23.5
Jedlnia-Letnisko,Przedszkole,2015,13,34,23.5
Jedlnia-Letnisko,Szkoła podstawowa,2006,12,118,53.0
Jedlnia-Letnisko,Szkoła podstawowa,2007,12,118,53.0
Jedlnia-Letnisko,Szkoła podstawowa,2008,11,106,47.6
Jedlnia-Letnisko,Szkoła podstawowa,2009,9,87,39.0
Jedlnia-Letnisko,Szkoła podstawowa,2010,10,93,41.8
Jedlnia-Letnisko,Szkoła podstawowa,2011,10,100,44.8
Jednorożec,Gimnazjum,2003,23,23,23.0
Jednorożec,Gimnazjum,2004,25,25,25.0
Jednorożec,Gimnazjum,2005,28,28,28.0
Jednorożec,Liceum ogólnokształcące,2000,34,34,34.0
Jednorożec,Liceum ogólnokształcące,2001,29,29,29.0
Jednorożec,Liceum ogólnokształcące,2002,26,26,26.0
Jednorożec,Przedszkole,2012,11,11,11.0
Jednorożec,Przedszkole,2013,11,11,11.0
Jednorożec,Przedszkole,2014,12,12,12.0
Jednorożec,Przedszkole,2015,13,13,13.0
Jednorożec,Szkoła podstawowa,2006,6,16,9.666666666666666
Jednorożec,Szkoła podstawowa,2007,5,14,8.333333333333334
Jednorożec,Szkoła podstawowa,2008,5,12,7.666666666666667
Jednorożec,Szkoła podstawowa,2009,5,12,7.666666666666667
Jednorożec,Szkoła podstawowa,2010,5,14,8.333333333333334
Jednorożec,Szkoła podstawowa,2011,5,13,8.0
Jedwabne,Szkoła podstawowa,2006,8,62,35.0
Jedwabne,Szkoła podstawowa,2007,8,65,36.5
Jedwabne,Szkoła podstawowa,2008,8,65,36.5
Jedwabne,Szkoła podstawowa,2009,7,54,30.5
Jedwabne,Szkoła podstawowa,2010,7,54,30.5
Jedwabne,Szkoła podstawowa,2011,8,62,35.0
Jelcz-Laskowice,Przedszkole,2012,23,51,38.666666666666664
Jelcz-Laskowice,Przedszkole,2013,24,53,40.0
Jelcz-Laskowice,Przedszkole,2014,27,57,43.666666666666664
Jelcz-Laskowice,Przedszkole,2015,29,62,47.333333333333336
Jelcz-Laskowice,Szkoła podstawowa,2006,13,171,70.0
Jelcz-Laskowice,Szkoła podstawowa,2007,13,181,74.0
Jelcz-Laskowice,Szkoła podstawowa,2008,13,181,74.0
Jelcz-Laskowice,Szkoła podstawowa,2009,13,171,70.0
Jelcz-Laskowice,Szkoła podstawowa,2010,12,161,65.83333333333333
Jelcz-Laskowice,Szkoła podstawowa,2011,10,141,57.333333333333336
Jelenia Góra,Gimnazjum,2003,22,22,22.0
Jelenia Góra,Gimnazjum,2004,22,22,22.0
Jelenia Góra,Gimnazjum,2005,23,23,23.0
Jelenia Góra,Liceum ogólnokształcące,2000,2,79,27.2
Jelenia Góra,Liceum ogólnokształcące,2001,2,81,28.2
Jelenia Góra,Liceum ogólnokształcące,2002,2,79,27.2
Jelenia Góra,Przedszkole,2012,3,75,32.0
Jelenia Góra,Przedszkole,2013,3,75,32.0
Jelenia Góra,Przedszkole,2014,3,69,29.666666666666668
Jelenia Góra,Przedszkole,2015,3,69,29.666666666666668
Jelenia Góra,Szkoła podstawowa,2006,6,227,84.08333333333333
Jelenia Góra,Szkoła podstawowa,2007,7,241,89.16666666666667
Jelenia Góra,Szkoła podstawowa,2008,6,227,84.08333333333333
Jelenia Góra,Szkoła podstawowa,2009,6,214,79.08333333333333
Jelenia Góra,Szkoła podstawowa,2010,6,214,79.08333333333333
Jelenia Góra,Szkoła podstawowa,2011,6,214,79.08333333333333
Jelenia Góra,Szkoła policealna,1994,5,46,24.0
Jelenia Góra,Szkoła policealna,1995,5,46,24.0
Jelenia Góra,Szkoła policealna,1996,5,44,23.0
Jelenia Góra,Szkoła policealna,1997,5,41,21.6
Jelenia Góra,Szkoła policealna,1998,4,39,20.2
Jelenia Góra,Szkoła policealna,1999,4,39,20.2
Jeleniewo,Przedszkole,2012,6,6,6.0
Jeleniewo,Przedszkole,2013,6,6,6.0
Jeleniewo,Przedszkole,2014,6,6,6.0
Jeleniewo,Przedszkole,2015,7,7,7.0
Jeleniewo,Szkoła podstawowa,2006,7,59,33.0
Jeleniewo,Szkoła podstawowa,2007,6,50,28.0
Jeleniewo,Szkoła podstawowa,2008,6,50,28.0
Jeleniewo,Szkoła podstawowa,2009,5,44,24.5
Jeleniewo,Szkoła podstawowa,2010,5,41,23.0
Jeleniewo,Szkoła podstawowa,2011,6,50,28.0
Jeleśnia,Przedszkole,2012,7,15,10.333333333333334
Jeleśnia,Przedszkole,2013,7,15,10.333333333333334
Jeleśnia,Przedszkole,2014,7,15,10.333333333333334
Jeleśnia,Przedszkole,2015,7,14,9.666666666666666
Jeleśnia,Szkoła podstawowa,2006,6,10,8.0
Jeleśnia,Szkoła podstawowa,2007,6,10,8.0
Jeleśnia,Szkoła podstawowa,2008,6,10,8.0
Jeleśnia,Szkoła podstawowa,2009,5,9,7.0
Jeleśnia,Szkoła podstawowa,2010,5,7,6.0
Jeleśnia,Szkoła podstawowa,2011,5,8,6.5
Jemielnica,Gimnazjum,2003,20,20,20.0
Jemielnica,Gimnazjum,2004,19,19,19.0
Jemielnica,Gimnazjum,2005,18,18,18.0
Jemielnica,Przedszkole,2012,11,47,29.0
Jemielnica,Przedszkole,2013,12,52,32.0
Jemielnica,Przedszkole,2014,11,47,29.0
Jemielnica,Przedszkole,2015,9,41,25.0
Jemielnica,Szkoła podstawowa,2006,16,58,37.0
Jemielnica,Szkoła podstawowa,2007,19,65,42.0
Jemielnica,Szkoła podstawowa,2008,20,69,44.5
Jemielnica,Szkoła podstawowa,2009,20,69,44.5
Jemielnica,Szkoła podstawowa,2010,19,65,42.0
Jemielnica,Szkoła podstawowa,2011,18,61,39.5
Jemielno,Szkoła podstawowa,2006,21,27,24.0
Jemielno,Szkoła podstawowa,2007,20,26,23.0
Jemielno,Szkoła podstawowa,2008,15,20,17.5
Jemielno,Szkoła podstawowa,2009,19,24,21.5
Jemielno,Szkoła podstawowa,2010,21,27,24.0
Jemielno,Szkoła podstawowa,2011,20,26,23.0
Jerzmanowa,Przedszkole,2012,36,36,36.0
Jerzmanowa,Przedszkole,2013,32,32,32.0
Jerzmanowa,Przedszkole,2014,26,26,26.0
Jerzmanowa,Przedszkole,2015,25,25,25.0
Jerzmanowa,Szkoła podstawowa,2006,44,49,46.5
Jerzmanowa,Szkoła podstawowa,2007,44,49,46.5
Jerzmanowa,Szkoła podstawowa,2008,41,46,43.5
Jerzmanowa,Szkoła podstawowa,2009,41,46,43.5
Jerzmanowa,Szkoła podstawowa,2010,41,46,43.5
Jerzmanowa,Szkoła podstawowa,2011,31,35,33.0
Jerzmanowice-Przeginia,Przedszkole,2012,3,9,5.8
Jerzmanowice-Przeginia,Przedszkole,2013,4,10,6.8
Jerzmanowice-Przeginia,Przedszkole,2014,5,11,7.6
Jerzmanowice-Przeginia,Przedszkole,2015,5,11,7.6
Jerzmanowice-Przeginia,Szkoła podstawowa,2006,3,27,15.0
Jerzmanowice-Przeginia,Szkoła podstawowa,2007,3,27,15.0
Jerzmanowice-Przeginia,Szkoła podstawowa,2008,3,26,14.25
Jerzmanowice-Przeginia,Szkoła podstawowa,2009,3,26,14.25
Jerzmanowice-Przeginia,Szkoła podstawowa,2010,3,24,13.25
Jerzmanowice-Przeginia,Szkoła podstawowa,2011,3,21,11.5
Jeziora Wielkie,Szkoła podstawowa,2006,4,47,31.0
Jeziora Wielkie,Szkoła podstawowa,2007,4,40,26.666666666666668
Jeziora Wielkie,Szkoła podstawowa,2008,3,36,23.666666666666668
Jeziora Wielkie,Szkoła podstawowa,2009,3,31,20.666666666666668
Jeziora Wielkie,Szkoła podstawowa,2010,3,33,22.0
Jeziora Wielkie,Szkoła podstawowa,2011,3,33,22.0
Jeziora Wielkie,Szkoła policealna,1994,5,5,5.0
Jeziora Wielkie,Szkoła policealna,1995,5,5,5.0
Jeziora Wielkie,Szkoła policealna,1996,4,4,4.0
Jeziora Wielkie,Szkoła policealna,1997,4,4,4.0
Jeziora Wielkie,Szkoła policealna,1998,4,4,4.0
Jeziora Wielkie,Szkoła policealna,1999,3,3,3.0
Jeziorany,Przedszkole,2012,7,13,10.0
Jeziorany,Przedszkole,2013,8,14,11.0
Jeziorany,Przedszkole,2014,8,14,11.0
Jeziorany,Przedszkole,2015,8,14,11.0
Jeziorany,Szkoła podstawowa,2006,15,19,17.0
Jeziorany,Szkoła podstawowa,2007,12,16,14.0
Jeziorany,Szkoła podstawowa,2008,13,17,15.0
Jeziorany,Szkoła podstawowa,2009,13,17,15.0
Jeziorany,Szkoła podstawowa,2010,13,17,15.0
Jeziorany,Szkoła podstawowa,2011,11,14,12.5
Jeżewo,Gimnazjum,2003,16,16,16.0
Jeżewo,Gimnazjum,2004,16,16,16.0
Jeżewo,Gimnazjum,2005,17,17,17.0
Jeżewo,Przedszkole,2012,6,6,6.0
Jeżewo,Przedszkole,2013,6,6,6.0
Jeżewo,Przedszkole,2014,6,6,6.0
Jeżewo,Przedszkole,2015,6,6,6.0
Jeżewo,Szkoła podstawowa,2006,21,84,54.666666666666664
Jeżewo,Szkoła podstawowa,2007,21,84,54.666666666666664
Jeżewo,Szkoła podstawowa,2008,20,80,52.0
Jeżewo,Szkoła podstawowa,2009,16,66,43.0
Jeżewo,Szkoła podstawowa,2010,15,62,40.0
Jeżewo,Szkoła podstawowa,2011,16,66,43.0
Jeżowe,Przedszkole,2012,4,4,4.0
Jeżowe,Przedszkole,2013,4,4,4.0
Jeżowe,Przedszkole,2014,4,4,4.0
Jeżowe,Przedszkole,2015,4,4,4.0
Jeżowe,Szkoła podstawowa,2006,18,31,23.8
Jeżowe,Szkoła podstawowa,2007,19,33,25.2
Jeżowe,Szkoła podstawowa,2008,16,28,21.2
Jeżowe,Szkoła podstawowa,2009,15,26,19.6
Jeżowe,Szkoła podstawowa,2010,16,28,21.2
Jeżowe,Szkoła podstawowa,2011,16,28,21.2
Jeżów Sudecki,Szkoła podstawowa,2006,13,23,18.0
Jeżów Sudecki,Szkoła podstawowa,2007,13,23,18.0
Jeżów Sudecki,Szkoła podstawowa,2008,11,19,15.0
Jeżów Sudecki,Szkoła podstawowa,2009,9,15,12.0
Jeżów Sudecki,Szkoła podstawowa,2010,8,14,11.0
Jeżów Sudecki,Szkoła podstawowa,2011,8,14,11.0
Jodłowa,Przedszkole,2012,18,18,18.0
Jodłowa,Przedszkole,2013,21,21,21.0
Jodłowa,Przedszkole,2014,20,20,20.0
Jodłowa,Przedszkole,2015,20,20,20.0
Jodłowa,Szkoła podstawowa,2006,4,46,16.2
Jodłowa,Szkoła podstawowa,2007,5,53,18.8
Jodłowa,Szkoła podstawowa,2008,5,53,18.8
Jodłowa,Szkoła podstawowa,2009,5,59,20.8
Jodłowa,Szkoła podstawowa,2010,5,56,19.8
Jodłowa,Szkoła podstawowa,2011,4,46,16.2
Jodłownik,Liceum ogólnokształcące,2000,15,15,15.0
Jodłownik,Liceum ogólnokształcące,2001,15,15,15.0
Jodłownik,Liceum ogólnokształcące,2002,16,16,16.0
Jodłownik,Szkoła podstawowa,2006,17,30,25.5
Jodłownik,Szkoła podstawowa,2007,17,30,25.5
Jodłownik,Szkoła podstawowa,2008,17,30,25.5
Jodłownik,Szkoła podstawowa,2009,17,30,25.5
Jodłownik,Szkoła podstawowa,2010,16,28,23.75
Jodłownik,Szkoła podstawowa,2011,15,26,22.25
Joniec,Szkoła podstawowa,2006,12,43,27.5
Joniec,Szkoła podstawowa,2007,12,41,26.5
Joniec,Szkoła podstawowa,2008,10,37,23.5
Joniec,Szkoła podstawowa,2009,8,28,18.0
Joniec,Szkoła podstawowa,2010,7,26,16.5
Joniec,Szkoła podstawowa,2011,8,28,18.0
Jonkowo,Gimnazjum,2003,16,16,16.0
Jonkowo,Gimnazjum,2004,15,15,15.0
Jonkowo,Gimnazjum,2005,16,16,16.0
Jonkowo,Przedszkole,2012,7,26,14.0
Jonkowo,Przedszkole,2013,6,23,12.333333333333334
Jonkowo,Przedszkole,2014,6,23,12.333333333333334
Jonkowo,Przedszkole,2015,8,28,15.0
Jonkowo,Szkoła podstawowa,2006,12,57,29.666666666666668
Jonkowo,Szkoła podstawowa,2007,13,61,31.666666666666668
Jonkowo,Szkoła podstawowa,2008,12,57,29.666666666666668
Jonkowo,Szkoła podstawowa,2009,11,54,28.0
Jonkowo,Szkoła podstawowa,2010,12,57,29.666666666666668
Jonkowo,Szkoła podstawowa,2011,11,51,26.333333333333332
Jordanów,Przedszkole,2012,3,16,8.444444444444445
Jordanów,Przedszkole,2013,3,15,8.11111111111111
Jordanów,Przedszkole,2014,3,15,8.11111111111111
Jordanów,Przedszkole,2015,3,16,8.666666666666666
Jordanów,Szkoła podstawowa,2006,14,40,27.333333333333332
Jordanów,Szkoła podstawowa,2007,14,40,27.333333333333332
Jordanów,Szkoła podstawowa,2008,14,40,27.333333333333332
Jordanów,Szkoła podstawowa,2009,14,40,27.333333333333332
Jordanów,Szkoła podstawowa,2010,13,37,25.5
Jordanów,Szkoła podstawowa,2011,12,34,23.666666666666668
Jordanów Śląski,Szkoła podstawowa,2006,54,54,54.0
Jordanów Śląski,Szkoła podstawowa,2007,57,57,57.0
Jordanów Śląski,Szkoła podstawowa,2008,65,65,65.0
Jordanów Śląski,Szkoła podstawowa,2009,57,57,57.0
Jordanów Śląski,Szkoła podstawowa,2010,61,61,61.0
Jordanów Śląski,Szkoła podstawowa,2011,65,65,65.0
Juchnowiec Kościelny,Przedszkole,2012,2,66,25.333333333333332
Juchnowiec Kościelny,Przedszkole,2013,2,66,25.333333333333332
Juchnowiec Kościelny,Przedszkole,2014,2,66,25.333333333333332
Juchnowiec Kościelny,Przedszkole,2015,2,66,25.333333333333332
Juchnowiec Kościelny,Szkoła podstawowa,2006,135,135,135.0
Juchnowiec Kościelny,Szkoła podstawowa,2007,143,143,143.0
Juchnowiec Kościelny,Szkoła podstawowa,2008,135,135,135.0
